sell_mode,cell,configuration,mois,date_rebalance,ret_month,turnover,liquidite_ponderee,n_titres,w_BUY,w_NEUTRAL,w_SELL,n_BUY,n_NEUTRAL,n_SELL,contrib_BUY,contrib_NEUTRAL,contrib_SELL,n_days
exclude,3,C3 Hybrid,2022-12,2022-12-30,-0.027155044908401704,1.3457655456646578,0.314035013286437,37,0.8560573258307662,0.14390684388324862,0.0,14,23,0,-0.024939378744789575,-0.0008648129575289189,0.0,21
exclude,3,C3 Hybrid,2023-01,2023-01-31,0.018816004897581173,1.627783754934007,0.43718918983144783,36,0.9529315147053203,0.04672163394236693,0.0,17,19,0,0.021133972879478123,0.0018478940255111892,0.0,19
exclude,3,C3 Hybrid,2023-02,2023-02-28,-0.04214552988955511,1.3852003515711633,0.4855307625580085,36,0.6690262128661373,0.33088260646888057,0.0,19,17,0,-0.028725448235896147,-0.010020247925109135,0.0,22
exclude,3,C3 Hybrid,2023-03,2023-03-31,-0.0006541843965154337,1.3260808928791539,0.45650322124373666,33,0.7915450433477932,0.20830647927584842,0.0,22,11,0,0.002247094797919731,0.0009709908536446919,0.0,18
exclude,3,C3 Hybrid,2023-04,2023-04-28,0.04419331009039684,0.9481654777515097,0.5787440046953719,32,0.6161369054921082,0.3836834070193329,0.0,15,17,0,0.02193867820321178,0.024359526919121043,0.0,21
exclude,3,C3 Hybrid,2023-05,2023-05-31,0.03712949763073725,1.5269893678344213,0.5488672451327422,36,0.7760076848490403,0.22372665610844208,0.0,22,14,0,0.024253390714318444,0.01662937027185521,0.0,19
exclude,3,C3 Hybrid,2023-06,2023-06-28,0.03715200900317139,1.0250712612201176,0.5761021411934085,38,0.9188622611315984,0.08087647455897194,0.0,20,18,0,0.04010498261876363,0.0010327912388220003,0.0,20
exclude,3,C3 Hybrid,2023-07,2023-07-31,0.0174633514306326,1.4822867905644275,0.9519069194046829,33,0.8483047496611351,0.15152826866491217,0.0,24,9,0,0.02367953160792239,-0.002194522987963683,0.0,20
exclude,3,C3 Hybrid,2023-08,2023-08-31,0.08417113076852023,0.6580059780272087,0.9700533900381073,31,0.9726111775948133,0.027196794544714256,0.0,25,6,0,0.08796393750405641,-0.0011764495733065387,0.0,18
exclude,3,C3 Hybrid,2023-09,2023-09-27,0.027811401776168587,0.7925315518877094,0.9801329014967384,33,0.945816107214038,0.05410378554091876,0.0,25,8,0,0.028100582352749266,-0.0009468416526459577,0.0,22
