fold_id,cell_id,test_start_month,test_end_month,rank_ic,hit_ratio,sharpe_ls
34,4,2021-05,2021-10,0.0718349077442677,0.5225950782997763,1.4342740516688337
35,4,2021-06,2021-11,0.0380212059528091,0.5065970711903727,-0.2777385122301765
36,4,2021-07,2021-12,-0.0791962698434303,0.4684567633896347,-1.014226157842859
37,4,2021-08,2022-01,-0.1789026324802255,0.4448603512813129,-4.730418760702504
38,4,2021-09,2022-02,-0.2314778186362842,0.4401373194106708,-7.540436738257086
39,4,2021-10,2022-03,-0.2371546992423437,0.446531996044639,-7.175213048980431
40,4,2021-11,2022-04,-0.2230533269593558,0.4570598810676255,-7.204556048276774
41,4,2021-12,2022-05,-0.2325487190072686,0.4444753687726134,-3.903511875829513
42,4,2022-01,2022-06,-0.1200596179919403,0.4787219199107018,-5.747793653971059
43,4,2022-02,2022-07,-0.100275251056759,0.4809181805379524,-6.3374392860052335
44,4,2022-03,2022-08,-0.0181062484698359,0.5194356065845899,-0.8805325902565433
45,4,2022-04,2022-09,-0.01470041982471,0.5299901671583087,-0.8205946299210658
46,4,2022-05,2022-10,-0.0582642091985451,0.4832271762208068,-0.5939154086488627
47,4,2022-06,2022-11,-0.0686476166784518,0.4772887076360568,-2.5277476282629343
48,4,2022-07,2022-12,-0.0340289866465008,0.4799776754569554,-0.8069431617407574
49,4,2022-08,2023-01,0.0007163282207694,0.4936009699582379,0.6241997978654938
50,4,2022-09,2023-02,-0.0162605255705362,0.4893732232299986,0.4574863669248696
51,4,2022-10,2023-03,-0.0042153152841257,0.4940867279894875,1.2185205877487408
52,4,2022-11,2023-04,-0.0435540166887886,0.4928468302926893,-4.087347774875116
53,4,2022-12,2023-05,0.0068904680531145,0.5168008176823815,-4.888216996501412
54,4,2023-01,2023-06,-0.0025704843676992,0.5131460818263435,-2.111779184300854
55,4,2023-02,2023-07,0.1024901444257604,0.5151243270956165,3.0181997540836782
56,4,2023-03,2023-08,0.0899226025105556,0.494949494949495,3.3908130690416063
57,4,2023-04,2023-09,0.1531456274390208,0.5019389865563598,2.491312489583079
58,4,2023-05,2023-10,0.1864736406520063,0.5327571088563197,1.6029297865365908
59,4,2023-06,2023-11,0.2220435936728338,0.5571646341463414,2.1591391884001894
60,4,2023-07,2023-12,0.2563708665274008,0.5800251256281407,3.4071754591188026
61,4,2023-08,2024-01,0.2659302448686297,0.5815170008718396,4.09489472615591
62,4,2023-09,2024-02,0.2527836610813384,0.5675273088381331,4.434858320822838
63,4,2023-10,2024-03,0.2468951869993964,0.5820640916290971,7.422817612398892
64,4,2023-11,2024-04,0.2607903336171359,0.5850957949738741,21.14979020968625
65,4,2023-12,2024-05,0.2267270632235473,0.5770257156720039,5.348076849330925
66,4,2024-01,2024-06,0.2098637966990247,0.5898229540671042,4.334381638849713
67,4,2024-02,2024-07,0.1988179636404494,0.6011787819253438,3.669884869369102
68,4,2024-03,2024-08,0.2113343347561579,0.6002495321272614,4.538639218932997
69,4,2024-04,2024-09,0.1231107067148258,0.6110759893791883,4.986944928817465
70,4,2024-05,2024-10,0.1178911213587394,0.6206896551724138,3.270128028241906
71,4,2024-06,2024-11,0.1485187302493718,0.604245640636846,6.091824542631708
72,4,2024-07,2024-12,0.1115377792601683,0.5838057678087256,2.487128906012574
73,4,2024-08,2025-01,0.0626650553030956,0.5673100717644147,1.935832311476508
74,4,2024-09,2025-02,0.0038983775891716,0.5449767782938157,0.4886386267807551
75,4,2024-10,2025-03,0.0068106164937972,0.5325429470118558,3.822447595107104
76,4,2024-11,2025-04,0.1062978622831184,0.5587732160312805,6.008368313543811
77,4,2024-12,2025-05,0.1240657172362248,0.5710048641594495,6.167729007901191
78,4,2025-01,2025-06,0.1217903356083673,0.55634310427679,1.839204218332421
79,4,2025-02,2025-07,0.1307642139491605,0.5594954783436459,1.2527364544771462
80,4,2025-03,2025-08,0.1387220654194685,0.5656090873482178,0.2806105345072645
