fold_id,cell_id,cell_name,model,regime,train_start_month,train_end_month,test_start_month,test_end_month,n_train,n_test,n_features,clip_lower,clip_upper,rank_ic,ic_pearson,hit_ratio,sharpe_ls
26,4,hybrid_adapt,hybrid,True,2017-09,2020-08,2020-09,2021-02,36354,6243,36,-4.114728392241281,5.553487641422241,-0.03836377417404222,-0.05511629716792942,0.5151369533877943,-1.8522907227285086
27,1,ridge_static,ridge,False,2017-10,2020-09,2020-10,2021-03,36547,6303,33,-4.511487044874051,5.499096853212274,-0.013257545453058548,-0.03120147690489451,0.504045692527368,1.617608347566949
27,2,ridge_adapt,ridge,True,2017-10,2020-09,2020-10,2021-03,36547,6303,36,-4.511487044874051,5.499096853212274,-0.011327857066434945,-0.029014372712388093,0.5275265746469935,1.7975133541066124
27,3,hybrid_static,hybrid,False,2017-10,2020-09,2020-10,2021-03,36547,6303,33,-4.511487044874051,5.499096853212274,-0.033056950343537686,0.0033989571617789164,0.49198794224972237,-0.538747442301939
27,4,hybrid_adapt,hybrid,True,2017-10,2020-09,2020-10,2021-03,36547,6303,36,-4.511487044874051,5.499096853212274,-0.03266986751752721,0.003803360024369401,0.4926225606853879,-0.9413803444094047
28,1,ridge_static,ridge,False,2017-11,2020-10,2020-11,2021-04,36503,6412,33,-4.87884413992748,5.608453547053326,0.04123861856739735,0.1006463393799094,0.5090455396132252,2.034254015243405
28,2,ridge_adapt,ridge,True,2017-11,2020-10,2020-11,2021-04,36503,6412,36,-4.87884413992748,5.608453547053326,0.04276554001862377,0.10173401510744412,0.5311915159076731,2.582392911481544
28,3,hybrid_static,hybrid,False,2017-11,2020-10,2020-11,2021-04,36503,6412,33,-4.87884413992748,5.608453547053326,0.056782347048181005,0.17251567123700423,0.5269806612601372,0.9973401317834467
28,4,hybrid_adapt,hybrid,True,2017-11,2020-10,2020-11,2021-04,36503,6412,36,-4.87884413992748,5.608453547053326,0.05926561810864712,0.17328641991205665,0.5274485339987524,0.9114506570201161
29,1,ridge_static,ridge,False,2017-12,2020-11,2020-12,2021-05,36374,6460,33,-5.011118512064643,5.607266189519688,0.045633398413728536,0.1072458647841688,0.5168730650154799,3.1532264010891518
29,2,ridge_adapt,ridge,True,2017-12,2020-11,2020-12,2021-05,36374,6460,36,-5.011118512064643,5.607266189519688,0.04717295528389302,0.10666145711005173,0.524922600619195,2.8693926974095865
29,3,hybrid_static,hybrid,False,2017-12,2020-11,2020-12,2021-05,36374,6460,33,-5.011118512064643,5.607266189519688,0.07003223129436524,0.16135489638119058,0.5284829721362229,2.497241713356136
29,4,hybrid_adapt,hybrid,True,2017-12,2020-11,2020-12,2021-05,36374,6460,36,-5.011118512064643,5.607266189519688,0.07196521862541998,0.1621760400708577,0.5284829721362229,2.5376640674855597
30,1,ridge_static,ridge,False,2018-01,2020-12,2021-01,2021-06,36537,6519,33,-4.753489376698056,5.5810889571058215,0.06428931895555436,0.13054838786469397,0.5281484890320601,3.4734990888110144
30,2,ridge_adapt,ridge,True,2018-01,2020-12,2021-01,2021-06,36537,6519,36,-4.753489376698056,5.5810889571058215,0.06247048541382163,0.1260165628888525,0.5029912563276576,3.3323606420338034
30,3,hybrid_static,hybrid,False,2018-01,2020-12,2021-01,2021-06,36537,6519,33,-4.753489376698056,5.5810889571058215,0.07654840152744002,0.1900422472097371,0.5447154471544715,3.17743562512916
30,4,hybrid_adapt,hybrid,True,2018-01,2020-12,2021-01,2021-06,36537,6519,36,-4.753489376698056,5.5810889571058215,0.07495977894688545,0.1872987515270817,0.5433348673109373,3.2316877415588694
31,1,ridge_static,ridge,False,2018-02,2021-01,2021-02,2021-07,36524,6629,33,-4.980445488870232,5.577520164274376,0.09856070978014089,0.1604311895172742,0.5380902096847187,3.441934519509462
31,2,ridge_adapt,ridge,True,2018-02,2021-01,2021-02,2021-07,36524,6629,36,-4.980445488870232,5.577520164274376,0.09112195196817914,0.15190321432868775,0.5059586664655302,3.463756240877156
31,3,hybrid_static,hybrid,False,2018-02,2021-01,2021-02,2021-07,36524,6629,33,-4.980445488870232,5.577520164274376,0.10230228076681096,0.24701063367711454,0.5338663448483935,4.138811344643329
31,4,hybrid_adapt,hybrid,True,2018-02,2021-01,2021-02,2021-07,36524,6629,36,-4.980445488870232,5.577520164274376,0.09445680393649729,0.24312943727211123,0.5308492985367326,2.731168744011385
32,1,ridge_static,ridge,False,2018-03,2021-02,2021-03,2021-08,36548,6739,33,-4.981184777458327,5.2095502435816465,0.08236582180263816,0.15579361782545462,0.5204036207152396,2.638065142743476
32,2,ridge_adapt,ridge,True,2018-03,2021-02,2021-03,2021-08,36548,6739,36,-4.981184777458327,5.2095502435816465,0.07418313162482033,0.1462352076428157,0.5012613147351239,3.4563869346225005
32,3,hybrid_static,hybrid,False,2018-03,2021-02,2021-03,2021-08,36548,6739,33,-4.981184777458327,5.2095502435816465,0.10464760922266285,0.30656187833411075,0.5214423504971064,2.9483808782389045
32,4,hybrid_adapt,hybrid,True,2018-03,2021-02,2021-03,2021-08,36548,6739,36,-4.981184777458327,5.2095502435816465,0.09817410832378604,0.29877279022747577,0.5186229410891824,3.2050365821078772
33,1,ridge_static,ridge,False,2018-04,2021-03,2021-04,2021-09,36665,6800,33,-5.568500726215218,4.865434729719462,0.08651582346732255,0.14277697790766533,0.5219117647058824,3.1636931672592534
33,2,ridge_adapt,ridge,True,2018-04,2021-03,2021-04,2021-09,36665,6800,36,-5.568500726215218,4.865434729719462,0.08031942922141452,0.13755907564828143,0.5060294117647058,3.4484077165142324
33,3,hybrid_static,hybrid,False,2018-04,2021-03,2021-04,2021-09,36665,6800,33,-5.568500726215218,4.865434729719462,0.11778136653816466,0.2765601152202632,0.5245588235294117,3.416468028299458
33,4,hybrid_adapt,hybrid,True,2018-04,2021-03,2021-04,2021-09,36665,6800,36,-5.568500726215218,4.865434729719462,0.11398790689029313,0.2750181480134003,0.5233823529411765,3.219039059760215
