fold_id,cell_id,cell_name,model,regime,test_start_month,test_end_month,n_train,n_test,rank_ic,ic_pearson,hit_ratio,rf_n_estimators,rf_max_depth,rf_min_samples_leaf
44,1,ridge_static,ridge,False,2022-03,2022-08,38259,7229,-0.0308688302707536,-0.07033024746488882,0.5195739383040531,100,4,20
44,2,ridge_adapt,ridge,True,2022-03,2022-08,38259,7229,-0.03328756885724658,-0.07165414095229397,0.5104440448194771,100,4,20
44,3,hybrid_static,hybrid,False,2022-03,2022-08,38259,7229,-0.017352609406792494,-0.08378776636803639,0.5199889334624429,100,4,20
44,4,hybrid_adapt,hybrid,True,2022-03,2022-08,38259,7229,-0.018293533400620798,-0.08499467932516071,0.5192972748651266,100,4,20
45,1,ridge_static,ridge,False,2022-04,2022-09,38553,7119,-0.015145359556731519,-0.042844736918195805,0.5351875263379688,100,4,20
45,2,ridge_adapt,ridge,True,2022-04,2022-09,38553,7119,-0.015229381807694006,-0.043323852116806574,0.5309734513274337,100,4,20
45,3,hybrid_static,hybrid,False,2022-04,2022-09,38553,7119,-0.014674790670866777,-0.04602747812103619,0.5299901671583087,100,4,20
45,4,hybrid_adapt,hybrid,True,2022-04,2022-09,38553,7119,-0.015012440261770026,-0.0454313569811553,0.5295687596572553,100,4,20
46,1,ridge_static,ridge,False,2022-05,2022-10,38714,7065,-0.04055260306991653,-0.04801581412369596,0.5402689313517339,100,4,20
46,2,ridge_adapt,ridge,True,2022-05,2022-10,38714,7065,-0.040389069479854184,-0.04904141733512285,0.505449398443029,100,4,20
46,3,hybrid_static,hybrid,False,2022-05,2022-10,38714,7065,-0.05782172742257251,-0.04492289474076925,0.48280254777070064,100,4,20
46,4,hybrid_adapt,hybrid,True,2022-05,2022-10,38714,7065,-0.058580054409793164,-0.04572455590110124,0.4832271762208068,100,4,20
47,1,ridge_static,ridge,False,2022-06,2022-11,38799,7111,-0.009719056332840727,-0.030427175035165954,0.5525242581915343,100,4,20
47,2,ridge_adapt,ridge,True,2022-06,2022-11,38799,7111,-0.008856960983814464,-0.030429967141694193,0.5229925467585431,100,4,20
47,3,hybrid_static,hybrid,False,2022-06,2022-11,38799,7111,-0.06903608315666326,-0.07266015280487374,0.4744761636900577,100,4,20
47,4,hybrid_adapt,hybrid,True,2022-06,2022-11,38799,7111,-0.06864111643349485,-0.07329653963214174,0.47714808043875684,100,4,20
48,1,ridge_static,ridge,False,2022-07,2022-12,39235,7167,-0.015361392182883528,-0.042942487057777604,0.5544858378680061,100,4,20
48,2,ridge_adapt,ridge,True,2022-07,2022-12,39235,7167,-0.01705587457401173,-0.043983734416937564,0.5364866750383703,100,4,20
48,3,hybrid_static,hybrid,False,2022-07,2022-12,39235,7167,-0.03335070586211715,-0.02132942324972316,0.4817915445793219,100,4,20
48,4,hybrid_adapt,hybrid,True,2022-07,2022-12,39235,7167,-0.03441646913158791,-0.021698351002349868,0.48025673224501186,100,4,20
49,1,ridge_static,ridge,False,2022-08,2023-01,39195,7423,-0.003392770758556119,-0.007788755244881298,0.5575912703758589,100,4,20
